yourlist:M2016041565YVM8RPRK	Entry
ACLY	K7EIE7
ACLY	K7ESG8
ACLY	P53396
ACMSD	A0A0S2Z630
ACMSD	A0A0S2Z681
ACMSD	Q8TDX5
ACN9	Q9NRP4
ACO1	P21399
ACO2	A2A274
ACO2	Q71UF1
ACO2	Q99798
ACOT1	A1L172
ACOT1	G3V4F2
ACOT1	Q86TX2
ACOT11	Q8WXI4
ACOT12	Q8WYK0
ACOT13	Q9NPJ3
ACOT2	A0A087WT95
ACOT2	A0A087X0W7
ACOT2	F6VI00
ACOT2	P49753
ACOT4	Q8N9L9
ACOT6	G3V3W6
ACOT6	Q3I5F7
ACOT7	K7EKP8
ACOT7	O00154
ACOT8	E9PIS4
ACOT8	E9PJN0
ACOT8	E9PMC4
ACOT8	E9PRD4
ACOT8	F6VBM3
ACOT8	H0Y698
ACOT8	H7C5A7
ACOT8	O14734
ACOT8	Q9BR14
ACOT9	C9J7L8
ACOT9	F8WDI2
ACOT9	H7C5Q2
ACOT9	Q96EA2
ACOT9	Q9Y305
ACOX1	A0A024R8L7
ACOX1	A0A024R8T3
ACOX1	I3L0T4
ACOX1	I3L2U4
ACOX1	I3L4S5
ACOX1	K7ELT1
ACOX1	K7ENF1
ACOX1	K7ESC7
ACOX1	Q15067
ACOX2	C9J0G0
ACOX2	C9JY29
ACOX2	H7C4Q2
ACOX2	H7C4Y2
ACOX2	H7C573
ACOX2	Q99424
ACOX3	D6RJ89
ACOX3	O15254
ACP1	D3YTI2
ACP1	F2Z2Q9
ACP1	F2Z2R9
ACP1	G5E9R5
ACP1	O75702
ACP1	P24666
ACP2	B7Z6U3
ACP2	B7Z7D2
ACP2	E9PHY0
ACP2	E9PKW9
ACP2	E9PP23
ACP2	E9PQW9
ACP2	E9PQY3
ACP2	P11117
ACP5	A0A024R7F8
ACP5	K7EIP0
ACP5	K7EJD9
ACP5	K7ES19
ACP5	K7ESF2
ACP5	P13686
ACP6	A0A087WW36
ACP6	A0A087WWB7
ACP6	A0A087WYU6
ACP6	A0A0A0MS36
ACP6	Q9NPH0
ACP6	V9GZ71
ACP6	X5D289
ACP6	X5D319
ACP6	X5D7V3
ACP6	X5D9K6
ACPP	A0PJ86
ACPP	E9PFE6
ACPP	H0Y8T3
ACPP	P15309
ACPP	Q6LBH1
ACPT	Q9BZG2
ACR	E9PLV5
ACR	P10323
ACRBP	E7EP66
ACRBP	F5H2C2
ACRBP	F5H3P4
ACRBP	F5H5S8
ACRBP	Q8NEB7
ACRC	L8E9I9
ACRC	Q96QF7
ACSBG1	F5H4U6
ACSBG1	H0YM34
ACSBG1	H0YMC3
ACSBG1	H0YMF5
ACSBG1	H0YMH2
ACSBG1	H0YMZ0
ACSBG1	H0YNX0
ACSBG1	Q96GR2
ACSBG2	K7EKE4
ACSBG2	K7EL11
ACSBG2	K7EMB4
ACSBG2	K7ERT0
ACSBG2	K7ESC8
ACSBG2	K7ESF1
ACSBG2	Q5FVE4
ACSF2	D6RF15
ACSF2	D6RF87
ACSF2	E7EN53
ACSF2	E9PF16
ACSF2	H0Y8N1
ACSF2	H0Y8Y5
ACSF2	Q96CM8
ACSF3	F5GX20
ACSF3	F5H2G6
ACSF3	F5H362
ACSF3	F5H3B2
ACSF3	F5H5A1
ACSF3	F5H755
ACSF3	H0YGC7
ACSF3	H0YGJ0
ACSF3	H0YH37
ACSF3	H3BTS0
ACSF3	Q4G176
ACSF3	Q6P2C7
ACSL1	B7Z3Z9
ACSL1	D6RER0
ACSL1	D6RG07
ACSL1	E7EPM6
ACSL1	H0Y9U7
ACSL1	H0Y9Z9
ACSL1	P33121
ACSL1	Q108N1
ACSL1	Q108N2
ACSL3	A0A024R497
ACSL3	C9JC11
ACSL3	F5GWH2
ACSL3	F5H062
ACSL3	H7BYZ7
ACSL3	O95573
ACSL3	Q6PIM8
ACSL4	A0A0C4DGB7
ACSL4	D6RD96
ACSL4	D6RDA8
ACSL4	D6RF95
ACSL4	D6RFW9
ACSL4	H0Y9A0
ACSL4	O60488
ACSL5	Q9ULC5
ACSL6	C9J3Z0
ACSL6	C9J4I1
ACSL6	C9J8C7
ACSL6	C9JK59
ACSL6	C9JPA5
ACSL6	C9JT10
ACSL6	D3DQ84
ACSL6	E7ERD7
ACSL6	Q9UKU0
ACSM1	E5RFK0
ACSM1	H0YAU5
ACSM1	O75203
ACSM1	Q08AH1
ACSM2A	E7EPS5
ACSM2A	F5GWL3
ACSM2A	I3L2Y5
ACSM2A	I3L339
ACSM2A	I3L438
ACSM2A	Q08AH3
ACSM2B	A0A087WU25
ACSM2B	H3BM61
ACSM2B	H3BNJ9
ACSM2B	H3BP39
ACSM2B	H3BP79
ACSM2B	H3BQ84
ACSM2B	H3BRR3
ACSM2B	H3BTX9
ACSM2B	Q68CK6
ACSM3	H3BR33
ACSM3	H3BSM0
ACSM3	H3BT38
ACSM3	H3BTG0
ACSM3	H3BUF2
ACSM3	H3BV29
ACSM3	H3BVD5
ACSM3	Q53FZ2
ACSM4	P0C7M7
ACSM5	A0A087WTR4
ACSM5	I3L536
ACSM5	Q6NUN0
ACSM6	H7BXS6
ACSM6	H7BYZ2
ACSM6	Q6P461
ACSS1	Q1RMZ4
ACSS1	Q5TF43
ACSS1	Q7Z5G3
ACSS1	Q9NUB1
ACSS2	B4DEH9
ACSS2	C9IYL0
ACSS2	C9J7L5
ACSS2	C9JXD9
ACSS2	C9JY31
ACSS2	F8WBQ7
ACSS2	F8WC73
ACSS2	F8WCJ4
ACSS2	F8WDJ9
ACSS2	H0UIA1
ACSS2	Q4G0E8
ACSS2	Q6DKJ3
ACSS2	Q96FY7
ACSS2	Q9NR19
ACSS3	A0A0B4J1R2
ACSS3	F8VZB4
ACSS3	H0YII9
ACSS3	Q9H6R3
ACTA1	A6NL76
ACTA1	P68133
ACTA1	Q7Z7J6
ACTA2	D2JYH4
ACTA2	F6QUT6
ACTA2	F6UVQ4
ACTA2	P62736
ACTA2	Q13707
ACTB	A0AUL6
ACTB	C9JTX5
ACTB	C9JUM1
ACTB	C9JZR7
ACTB	E7EVS6
ACTB	G5E9R0
ACTB	G8FSY7
ACTB	P60709
ACTB	Q9UMN3
ACTBL2	Q562R1
ACTC1	P68032
ACTG1	I3L1U9
ACTG1	I3L3I0
ACTG1	I3L3R2
ACTG1	I3L4N8
ACTG1	J3KT65
ACTG1	K7EM38
ACTG1	P63261
ACTG1	Q6PJ43
ACTG1	Q96FU6
ACTG2	B8ZZJ2
ACTG2	C9JFL5
ACTG2	F8WB63
ACTG2	F8WCH0
ACTG2	P63267
ACTL10	Q5JWF8
ACTL6A	C9JQT2
ACTL6A	D3DNS0
ACTL6A	H7C5S0
ACTL6A	O96019
ACTL6B	C9JQT4
ACTL6B	O94805
ACTL7A	Q9Y615
ACTL7B	L8EAJ2
ACTL7B	Q9Y614
ACTL8	Q9H568
ACTL9	Q8TC94
ACTN1	A0A024R694
ACTN1	A1L0V1
ACTN1	G3V2E8
ACTN1	G3V2N5
ACTN1	G3V2W4
ACTN1	G3V2X9
ACTN1	G3V380
ACTN1	G3V5M4
ACTN1	H0YJ11
ACTN1	H0YJW3
ACTN1	H7C5W8
ACTN1	H9KV75
ACTN1	P12814
ACTN1	Q5ZEZ4
ACTN2	F6THM6
ACTN2	P35609
ACTN3	A0A087WSZ2
ACTN3	D6RH00
ACTN3	Q08043
ACTN3	Q4JCP9
ACTN3	Q4VAM3
ACTN4	A0A0S2Z3C0
ACTN4	A0A0S2Z3G1
ACTN4	A0A0S2Z3G9
ACTN4	A0A0S2Z3X3
ACTN4	F5GXS2
ACTN4	H7C144
ACTN4	K7EJH8
ACTN4	K7EP19
ACTN4	O43707
ACTN4	Q96BG6
ACTR10	F6S9Y6
ACTR10	G3V2Q5
ACTR10	G3V4K6
ACTR10	G3V524
ACTR10	G3V5Y4
ACTR10	H0YJD9
ACTR10	H0YJE8
ACTR10	Q05DQ7
ACTR10	Q9NZ32
ACTR10	V9GYX7
ACTR1A	P61163
ACTR1A	R4GMT0
ACTR1B	P42025
ACTR2	F5H6T1
ACTR2	P61160
ACTR2	Q8IY98
ACTR3	A0A024RAI1
ACTR3	B4DXW1
ACTR3	F8WDR7
ACTR3	F8WE84
ACTR3	F8WEW2
ACTR3	P61158
ACTR3B	Q9P1U1
ACTR5	Q9H9F9
ACTR6	F8VP72
ACTR6	F8VRL1
ACTR6	F8VSD1
ACTR6	F8W043
ACTR6	F8W057
ACTR6	F8W0Q1
ACTR6	G3V1Y1
ACTR6	Q9GZN1
ACTR8	C9J7L6
ACTR8	H0Y849
ACTR8	Q9H981
ACTRT1	Q8TDG2
ACTRT2	Q8TDY3
ACTRT3	Q9BYD9
ACVR1	A0A0S2Z2Y3
ACVR1	A0A0S2Z345
ACVR1	C9J1R3
ACVR1	C9JHJ7
ACVR1	C9JW28
ACVR1	D3DPA4
ACVR1	F5GY91
ACVR1	L8E7H6
ACVR1	Q04771
ACVR1	Q53SF4
ACVR1	Q53SV1
ACVR1B	F5H5Q2
ACVR1B	P36896
ACVR1C	Q53SF5
ACVR1C	Q8NER5
ACVR2A	P27037
ACVR2B	Q13705
ACVR2B	Q4VAU9
ACVRL1	A0A0S2Z2Y4
ACVRL1	A0A0S2Z310
ACVRL1	D9IPD9
ACVRL1	E7EN07
ACVRL1	F8W0N2
ACVRL1	G3V1W8
ACVRL1	H3BTZ2
ACVRL1	P37023
ACY1	A0A0S2Z385
ACY1	C9JYZ0
ACY1	F8WC59
ACY1	Q03154
ACY1	V9HWA0
ACY3	A0A024R5L2
ACY3	E9PRA7
ACY3	Q96HD9
ACYP1	G3V2U7
ACYP1	G3V3F8
ACYP1	G3V597
ACYP1	P07311
ACYP2	D6W5B6
ACYP2	E9PF46
ACYP2	F8WA34
ACYP2	P14621
ACYP2	Q4ZFV7
ACYP2	Q53TK7
ACYP2	U3KPX1
ACYP2	U3KPX8
ACYP2	U3KQ09
ACYP2	U3KQ94
ACYP2	U3KQL2
ADA	A0A0S2Z381
ADA	A0A0S2Z3B9
ADA	A0A0S2Z3T6
ADA	F5GWI4
ADA	F5GXW0
ADA	F5GYD4
ADA	P00813
ADA	Q16073
ADA	X5D767
ADAD1	C9JAT9
ADAD1	C9JGM6
ADAD1	Q96M93
ADAD2	H3BNP6
ADAD2	Q8NCV1
ADAL	A0A024R9S2
ADAL	H3BQR9
ADAL	H3BUD6
ADAL	Q6DHV7
ADAM10	A0A024R5U5
ADAM10	A0A087WYG1
ADAM10	A0AV88
ADAM10	B5MC71
ADAM10	C9J9B4
ADAM10	H0YK32
ADAM10	H0YK87
ADAM10	H0YNC5
ADAM10	H3BS53
ADAM10	L8E9R5
ADAM10	O14672
ADAM11	B4DKD2
ADAM11	H7BY08
ADAM11	K7EKA8
ADAM11	O75078
ADAM12	O43184
ADAM12	Q5JRP2
ADAM12	U5NE98
ADAM15	Q13444
ADAM17	A6H8L4
ADAM17	E7EUI5
ADAM17	P78536
ADAM17	Q53RF5
ADAM17	Q53RS1
ADAM17	Q53S40
ADAM17	Q6P5T8
ADAM17,ADAM18	B2RNB2
ADAM18	E5RIP0
ADAM18	E5RK96
ADAM18	Q0VAI3
ADAM18	Q9Y3Q7
ADAM19	E5RIS2
ADAM19	H0YC66
ADAM19	Q8TBU7
ADAM19	Q9H013
ADAM2	B4DWY7
ADAM2	Q6P2G0
ADAM2	Q99965
ADAM20	O43506
ADAM21	Q9UKJ8
ADAM22	D6W5P7
ADAM22	E7EPF1
ADAM22	E9PF78
ADAM22	F8WAD8
ADAM22	H7C0Q9
ADAM22	H7C3I4
ADAM22	Q08AL8
ADAM22	Q6P667
ADAM22	Q75MS7
ADAM22	Q86UM2
ADAM22	Q8IYE7
ADAM22	Q9P0K1
ADAM22	Q9UKK0
ADAM23	A0A024R3W8
ADAM23	E7EWD3
ADAM23	H7C2M6
ADAM23	O75077
ADAM23	Q53RX4
ADAM23	Q53TC0
ADAM23	Q53TK5
ADAM23	Q9UKK1
ADAM28	E5RGY1
ADAM28	E5RJQ1
ADAM28	H0YBG8
ADAM28	H0YBQ8
ADAM23,ADAM28	Q9UKQ2
ADAM29	D6RBU0
ADAM29	D6RHU0
ADAM29	D6RIU9
ADAM29	Q9UKF5
ADAM30	Q8TBZ7
ADAM30	Q9UKF2
ADAM32	A0A0G2JPC8
ADAM32	A0A0J9YWN9
ADAM32	B4DTC2
ADAM32	E3W988
ADAM32	E5RGK7
ADAM32	E5RJE6
ADAM32	E5RJY7
ADAM32	E7EPX8
ADAM32	E7ER82
ADAM32	Q8TC27
ADAM33	A2A2L3
ADAM33	Q08AM2
ADAM33	Q08AM3
ADAM33	Q6P5U4
ADAM33	Q8N6B9
ADAM33	Q8N8Z9
ADAM33	Q9BZ11
ADAM5	Q6NVV9
ADAM7	C9JK28
ADAM7	E5RK87
ADAM7	Q86XK9
ADAM7	Q9H2U9
ADAM8	H0YKZ1
ADAM8	H0YMT6
ADAM8	P78325
ADAM8	Q14C66
ADAM9	A0A0J9YY58
ADAM9	A0AVL1
ADAM9	C9J6H5
ADAM9	C9JPM3
ADAM9	F8WC54
ADAM9	Q13443
ADAMDEC1	E5RK05
ADAMDEC1	O15204
ADAMTS1	E5RI60
ADAMTS1	E5RJR7
ADAMTS1	H7C206
ADAMTS1	Q8NE26
ADAMTS1	Q9UHI8
ADAMTS10	A0A0A0MQW6
ADAMTS10	L0R574
ADAMTS10	M0QY12
ADAMTS10	M0QY36
ADAMTS10	Q9H324
ADAMTS12	A0A0G2JRM9
ADAMTS12	D6REX0
ADAMTS12	P58397
ADAMTS13	A0A024R8G4
ADAMTS13	A0A0B4J229
ADAMTS13	A0A0C4DFV8
ADAMTS13	D5KRM8
ADAMTS13	E7EV88
ADAMTS13	F6V803
ADAMTS13	Q6QNA4
ADAMTS13	Q6QNA5
ADAMTS13	Q6QNA6
ADAMTS13	Q6QNA7
ADAMTS13	Q76LX8
ADAMTS13	Q96P40
ADAMTS14	Q8WXS8
ADAMTS15	Q8TE58
ADAMTS16	B2G3Q1
ADAMTS16	L8E9K8
ADAMTS16	Q2XQZ0
ADAMTS16	Q8TE57
ADAMTS17	H0YMH1
ADAMTS17	H3BRA9
ADAMTS17	H3BV94
ADAMTS17	Q8TE56
ADAMTS18	B4DEX3
ADAMTS18	H3BMG1
ADAMTS18	H3BTZ3
ADAMTS18	L8ECP9
ADAMTS18	Q8TE60
ADAMTS19	D6R9M2
ADAMTS19	H0Y8Y0
ADAMTS19	Q8TE59
ADAMTS2	O95450
ADAMTS20	E9PBD5
ADAMTS20	G3V1X8
ADAMTS20	H0YHN3
ADAMTS20	L0R6C0
ADAMTS20	P59510
ADAMTS3	O15072
ADAMTS3	Q96AY5
ADAMTS4	O75173
ADAMTS4	Q5VTW1
ADAMTS5	Q9UNA0
ADAMTS6	Q5IR90
ADAMTS6	Q9UKP5
ADAMTS7	Q9UKP4
ADAMTS8	Q29RW5
ADAMTS8	Q5FWF1
ADAMTS8	Q9UP79
ADAMTS9	A0A087WTS1
ADAMTS9	C9JWI2
ADAMTS9	H0Y859
ADAMTS9	Q9P2N4
ADAMTSL1	A2A343
ADAMTSL1	A6NIB9
ADAMTSL1	F8WEP3
ADAMTSL1	H7BYE3
ADAMTSL1	Q8N6G6
ADAMTSL2	A0A024R8C9
ADAMTSL2	B1B0D4
ADAMTSL2	Q86TH1
ADAMTSL3	P82987
ADAMTSL4	A0A087WTI5
ADAMTSL4	B7ZMJ3
ADAMTSL4	Q6UY14
ADAMTSL5	A0A087WVY8
ADAMTSL5	A0A087WZI4
ADAMTSL5	A0A087X1N9
ADAMTSL5	A4QPG6
ADAMTSL5	K7ELV0
ADAMTSL5	Q0VD77
ADAMTSL5	Q6ZMM2
ADAMTSL5	X6R4H8
ADAP1	A0A087WTN6
ADAP1	C9JN36
ADAP1	H0Y7Q1
ADAP1	H7BZT6
ADAP1	H7C264
ADAP1	H7C324
ADAP1	H7C4B3
ADAP1	O75689
ADAP2	J3KST1
ADAP2	J3KT70
ADAP2	J3QLP8
ADAP2	J3QRA6
ADAP2	J3QRD3
ADAP2	K7ENT1
ADAP2	Q2V6Q1
ADAP2	Q9NPF8
ADAR	A2IBT1
ADAR	A2IBT2
ADAR	D3DV75
ADAR	H0YCK3
ADAR	P55265
ADARB1	A0A0A0MSG8
ADARB1	P78563
ADARB1	Q8TCX7
ADARB2	A4VCH5
ADARB2	Q5VW43
ADARB2	Q86X17
ADARB2	Q9NS39
ADAT1	A0A0G2JLA8
ADAT1	H3BNT8
ADAT1	H3BP18
ADAT1	H3BP27
ADAT1	H3BSM1
ADAT1	H3BU72
ADAT1	H3BV89
ADAT1	Q9BUB4
ADAT2	Q7Z6V5
ADAT3	C9JFC1
ADAT3	D6W601
ADAT3	Q96EY9
ADCK1	F8W9Q8
ADCK1	G3V3J2
ADCK1	G3V426
ADCK1	Q86TW2
ADCK2	A0A087WXG2
ADCK2	A4D1T6
ADCK2	C9JE15
ADCK2	H7C4I2
ADCK2	H7C5M5
ADCK2	Q7Z695
ADCK3	Q8NI60
ADCK4	A0A024R0Q9
ADCK4	A0A0G2JLJ7
ADCK4	M0QZZ2
ADCK4	M0R001
ADCK4	M0R011
ADCK4	M0R0F4
ADCK4	M0R0L2
ADCK4	M0R2F4
ADCK4	M0R307
ADCK4	M0R340
ADCK4	M0R362
ADCK4	M0R3F7
ADCK4	Q96D53
ADCK5	E9PJ20
ADCK5	E9PLF3
ADCK5	Q3MIX3
ADCK5	R4GN53
ADCY1	C9J1J0
ADCY1	D3DVL8
ADCY1	L0R809
ADCY1	Q08828
ADCY1	Q8NFM5
ADCY10	Q96PN6
ADCY10	U3KPS9
ADCY10	V9GY51
ADCY2	A0A0A0MTM9
ADCY2	D6REB8
ADCY2	H0YA58
ADCY2	Q08462
ADCY2	Q7RTV6
ADCY3	A0A0A0MSC1
ADCY3	B7ZLX9
ADCY3	C9J969
ADCY3	C9JLX3
ADCY3	C9JYB5
ADCY3	H7C1A6
ADCY3	H7C1S5
ADCY3	O60266
ADCY3	U3KQ91
ADCY3	U3KQR1
ADCY4	G3V258
ADCY4	G3V262
ADCY4	H0YJ57
ADCY4	H0YLM0
ADCY4	H0YN72
ADCY4	Q8NFM4
ADCY4	Q96KY6
ADCY5	B3KWA8
ADCY5	C9JQ38
ADCY5	C9JRT8
ADCY5	F8WBM0
ADCY5	O95622
ADCY6	F8VZJ5
ADCY6	O43306
ADCY7	F5H4D1
ADCY7	F5H699
ADCY7	H3BMA5
ADCY7	H3BQ93
ADCY7	I3L2Y1
ADCY7	I3L3Q5
ADCY7	P51828
ADCY8	A0A0K0K1K3
ADCY8	E5RFR2
ADCY8	E7EVL1
ADCY8	L8E7I7
ADCY8	P40145
ADCY8	Q4F7X0
ADCY9	I3L300
ADCY9	I3L342
ADCY9	I3NI20
ADCY9	L0R6C2
ADCY9	O60503
ADCYAP1	D6RU84
ADCYAP1	P18509
ADCYAP1	Q53BH1
ADCYAP1R1	A0A090N8F8
ADCYAP1R1	C9JVH3
ADCYAP1R1	E9PFU5
ADCYAP1R1	H0Y813
ADCYAP1R1	P41586
ADCYAP1R1	Q6RKA2
ADCYAP1R1	Q6RKA3
ADCYAP1R1	Q6S991
ADCYAP1R1	Q6S992
ADD1	A0A0A0MSR2
ADD1	D6RAH3
ADD1	D6RF25
ADD1	D6RJE2
ADD1	E7ENY0
ADD1	E7EV99
ADD1	H0Y9H2
ADD1	H0YFD8
ADD1	H0YG19
ADD1	P35611
ADD1	Q96D30
ADD2	C9J080
ADD2	C9J299
ADD2	C9JJK3
ADD2	C9JTM0
ADD2	P35612
ADD2	Q05DK5
ADD3	A0A087WX08
ADD3	Q5VU08
ADD3	Q9UEY8
ADGB	E5RFN4
ADGB	E5RG76
ADGB	E5RGD1
ADGB	E5RIM8
ADGB	F8W7W4
ADGB	H0Y333
ADGB	H0Y334
ADGB	H0YBE5
ADGB	H0YC38
ADGB	Q8N7X0
ADH1A	P07327
ADH1B	A0A024RDI5
ADH1B	D6RHZ6
ADH1B	P00325
ADH1C	A0A087WU81
ADH1C	A0A087WUC4
ADH1C	P00326
ADH4	A0A024RDF8
ADH4	A0A0D9SFB5
ADH4	D6R9K8
ADH4	D6RF43
ADH4	D6RIB1
ADH4	H0Y9N0
ADH4	P08319
ADH5	D6R9G2
ADH5	D6RAY0
ADH5	D6RD54
ADH5	D6RFE4
ADH5	H0YAG8
ADH5	P11766
ADH5	Q6FI45
ADH5	Q6IRT1
ADH5	Q9H1A0
ADH6	A0A024RDI3
ADH6	A0A0A0MS56
ADH6	D6RDN5
ADH6	D6RH17
ADH6	H0Y8U2
ADH6	L8E8M5
ADH6	P28332
ADH6	Q8IUN7
ADH7	A0A0C4DG85
ADH7	C9JP14
ADH7	E9PFG0
ADH7	P40394
ADHFE1	A0A024R805
ADHFE1	B4DFI7
ADHFE1	B4DV11
ADHFE1	E5RFL4
ADHFE1	F2Z2N0
ADHFE1	F2Z3D8
ADHFE1	F2Z3E5
ADHFE1	Q8IWW8
ADI1	A0A0G2JQN5
ADI1	H7C382
ADI1	Q9BV57
ADIG	A2A2E7
ADIG	H0Y829
ADIG	Q0VDE8
ADIPOQ	A8K660
ADIPOQ	Q15848
ADIPOR1	C9J0W7
ADIPOR1	C9JNM5
ADIPOR1	F8W782
ADIPOR1	Q96A54
ADIPOR2	Q86V24
ADIRF	Q15847
ADIRF	Q5TBU2
ADK	P55263
ADM	E9PL83
ADM	E9PML4
ADM	E9PQE6
ADM	E9PQT2
ADM	P35318
ADM2	Q7Z4H4
ADM5	C9JUS6
ADNP	E9PQK8
ADNP	Q6DHZ8
ADNP	Q9H2P0
ADNP2	H0YLN6
ADNP2	H0YM09
ADNP2	K7EPG1
ADNP2	K7ERT3
ADNP2	Q6IQ32
ADO	Q96SZ5
ADORA1	A0A087X173
ADORA1	P30542
ADORA1	S5RC53
ADORA2A	C9J0Z4
ADORA2A	C9J3T2
ADORA2A	C9JFS2
ADORA2A	C9JQD8
ADORA2A	P29274
ADORA2A	S4R2Z8
ADORA2A	S4R3A7
ADORA2A	S4R429
ADORA2A	X5DNB4
ADORA2B	A0MCH9
ADORA2B	P29275
ADORA2B	Q2L7J7
ADORA3	A0A0J9YWR0
ADORA3	P0DMS8
ADPGK	H3BN66
ADPGK	H3BRS6
ADPGK	H3BTH4
ADPGK	H3BU35
ADPGK	H3BUC3
ADPGK	Q9BRR6
ADPRH	C9JZW7
ADPRH	P54922
ADPRHL1	A0A0U1RQK4
ADPRHL1	Q8NDY3
ADPRHL1	X6RL45
ADPRHL2	B7ZAN4
ADPRHL2	Q9NX46
ADPRM	Q3LIE5
ADPRM	V9GYR6
ADPRM	W0NWJ0
ADRA1A	B0ZBD3
ADRA1A	E7EW16
ADRA1A	P35348
ADRA1B	P35368
ADRA1D	B0ZBE0
ADRA1A,ADRA1D	P25100
ADRA2A	P08913
ADRA2B	A2RUS0
ADRA2B	L8E8D5
ADRA2B	P18089
ADRB1	P08588
ADRB2	A2N4T7
ADRB2	P07550
ADRB2	Q9BYZ0
ADRB2	X5DQM5
ADRB3	A8KAG8
ADRB3	B8X6N0
ADRB3	B8X6N1
ADRB3	P13945
ADRBK1	A0A0S2Z392
ADRBK1	A0A0S2Z3I6
ADRBK1	E9PRV7
ADRBK1	P25098
ADRBK2	A0A024R1D8
ADRBK2	H7C099
ADRBK2	L0R4T6
ADRBK2	L8EAE0
ADRBK2	P35626
ADRBK2	Q8N433
ADRM1	A0A087WUX6
ADRM1	A0A087WX59
ADRM1	Q16186
ADSL	A0A096LNT0
ADSL	A0A096LNY4
ADSL	A0A096LNY5
ADSL	A0A096LNY6
ADSL	A0A096LP72
ADSL	A0A096LP76
ADSL	A0A096LP92
ADSL	A0A096LPA2
ADSL	A0A0A6YY92
ADSL	B4DEP1
ADSL	P30566
ADSL	X5D2Z4
ADSL	X5D7V4
ADSL	X5D7W4
ADSL	X5D8S6
ADSL	X5DP48
ADSS	A0A024R5Q7
ADSS	B4E1L0
ADSS	P30520
ADSSL1	G3V232
ADSSL1	G3V2N1
ADSSL1	G3V5D8
ADSSL1	Q8N142
ADSSL1	S4R2Z1
ADTRP	A0A0U1RVL0
ADTRP	D6R9A9
ADTRP	D6RDG9
ADTRP	H0Y9P4
ADTRP	H0YAA5
ADTRP	Q96IZ2
AEBP1	C9JLQ8
AEBP1	H7C0W8
AEBP1	H7C1J5
AEBP1	H7C391
AEBP1	H7C3D7
AEBP1	H7C4B5
AEBP1	Q8IUX7
AEBP2	F5GZR7
AEBP2	G5EA50
AEBP2	H0YH08
AEBP2	H7BYT4
AEBP2	Q6ZN18
AEN	H0YMJ6
AEN	L8EB49
AEN	Q8WTP8
AES	K7ELE3
AES	K7ELQ8
AES	K7EQH5
AES	Q08117
AFAP1	A0A087X177
AFAP1	Q8N556
AFAP1L1	Q8TED9
AFAP1L2	F6QUH3
AFAP1L2	Q8N4X5
AFF1	D6RAU0
AFF1	D6RIZ5
AFF1	E7EMC5
AFF1	E7ETI4
AFF1	F5GXF9
AFF1	H0Y9S4
AFF1	P51825
AFF1	Q05D98
AFF1	Q14C88
AFF2	P51816
AFF3	C9J622
AFF3	C9J847
AFF3	C9JC67
AFF3	C9JIB1
AFF3	C9JMS1
AFF3	C9JUC4
AFF3	C9JUY1
AFF3	C9JZ66
AFF3	H7C3W3
AFF3	H7C4C2
AFF3	L8E9Z7
AFF3	P51826
AFF4	C9JCE0
AFF4	H7C319
AFF4	L8E815
AFF4	Q8TAX5
AFF4	Q9UHB7
AFG3L2	D3DUJ0
AFG3L2	K7EP56
AFG3L2	Q9Y4W6
AFM	P43652
AFMID	A5PLM3
AFMID	K7EIX3
AFMID	K7EK09
AFMID	K7ELV9
AFMID	K7EMI4
AFMID	K7EMM5
AFMID	K7EPF8
AFMID	K7EQK5
AFMID	Q63HM1
AFMID	W4VSQ7
AFP	J3KMX3
AFP	P02771
AFTPH	A0A0A0MSN6
AFTPH	A0A0U1RR74
AFTPH	B8ZZI9
AFTPH	Q6ULP2
AGA	H0Y8L9
AGA	H0Y9C7
AGA	P20933
AGAP1	A0A087X044
AGAP1	A0A087X1U1
AGAP1	A0A0U1RRF1
AGAP1	B2RZG9
AGAP1	C9J8Z2
AGAP1	E7EUN2
AGAP1	F5GXM9
AGAP1	H7C0A7
AGAP1	H7C211
AGAP1	Q9UPQ3
AGAP1	X5D293
AGAP11	Q6P5Q0
AGAP11	Q8TF27
AGAP2	F8VVT9
AGAP2	H0YHB1
AGAP2	J3KNM6
AGAP2	Q99490
AGAP3	C9J975
AGAP3	E7ESL9
AGAP3	H0Y873
AGAP3	H7C4F1
AGAP3	H7C4U6
AGAP3	H7C5G0
AGAP3	L8EB86
AGAP3	Q86ST5
AGAP3	Q86XV5
AGAP3	Q96P47
AGAP4	A0A087WSV4
AGAP4	A0A087WTP8
AGAP4	A0A087X0Z1
AGAP4	K7ER91
AGAP4	Q86XV2
AGAP4	Q96P64
AGAP6	A0A087X0I8
AGAP6	A0A087X2I8
AGAP6	Q5VW22
AGAP7P	Q5VUJ5
AGAP9	Q5VTM2
AGBL1	J3KQF5
AGBL1	Q96MI9
AGBL2	E9PI49
AGBL2	E9PJH3
AGBL2	E9PR59
AGBL2	E9PRJ1
AGBL2	E9PS54
AGBL2	F6U0I4
AGBL2	H9KV53
AGBL2	J9JIH1
AGBL2	Q5U5Z8
AGBL3	F8W6Y5
AGBL3	F8W7R4
AGBL3	Q8NEM8
AGBL4	A0AVJ2
AGBL4	B1AMW3
AGBL4	B1ANV5
AGBL4	F8VWL7
AGBL4	H0Y5X4
AGBL4	Q5VU57
AGBL5	C9JCE1
AGBL5	C9JHM6
AGBL5	C9JQG9
AGBL5	C9JTY1
AGBL5	H7C1L5
AGBL5	Q8NDL9
AGER	A0A0G2JID9
