yourlist:M2016041565YVM8RPRK	Entry
LYZL6	A0A080YUZ6
LYZL6	A0A087WXX7
LYZL6	O75951
LZIC	A0A024R4I7
LZIC	K7ES95
LZIC	Q8WZA0
LZTFL1	C9J0R9
LZTFL1	F2Z2E6
LZTFL1	F8WB22
LZTFL1	H7C488
LZTFL1	L8EB17
LZTFL1	Q9NQ48
LZTR1	F8WB67
LZTR1	F8WCB6
LZTR1	F8WEQ8
LZTR1	H7BZQ9
LZTR1	H7C0X1
LZTR1	H7C305
LZTR1	Q8N653
FEZ1,LZTS1	Q9Y250
LZTS2	B1AL11
LZTS2	B1AL12
LZTS2	B1AL13
LZTS2	Q9BRK4
LZTS2	Q9BRY6
LZTS2	S4R3W7
M1AP	C9JPR9
M1AP	F8WBR6
M1AP	F8WEA5
M1AP	Q8TC57
M6PR	F5GX30
M6PR	F5GXE0
M6PR	F5GXU0
M6PR	F5H4U1
M6PR	F5H883
M6PR	H0YF90
M6PR	H0YFL0
M6PR	H0YFY9
M6PR	H0YGE9
M6PR	H0YGT2
M6PR	P20645
M6PR	Q6I9U3
MAATS1	F8WC74
MAATS1	F8WEV1
MAATS1	F8WF10
MAATS1	H7C5C8
MAATS1	Q7Z4T9
MAB21L1	F1T0A2
MAB21L1	Q13394
MAB21L2	Q9Y586
MAB21L3	Q8N8X9
MACC1	Q6ZN28
MACF1	A0A0A6YYJ5
MACF1	B4DQX9
MACF1	E9PLY0
MACF1	E9PLY5
MACF1	E9PNZ4
MACF1	E9PS75
MACF1	H0Y314
MACF1	H0Y390
MACF1	H0Y4F5
MACF1	H0Y6T5
MACF1	H0Y7I1
MACF1	H0YD69
MACF1	H3BPE1
MACF1	H3BQK9
MACF1	Q32Q32
MACF1	Q6IPG6
MACF1	Q8WXX9
MACF1	Q8WXY0
MACF1	Q8WXY3
MACF1	Q8WXY4
MACF1	Q96IQ1
MACF1	Q9UPN3
MACROD1	Q9BQ69
MACROD2	A1Z1Q3
MAD1L1	A4D218
MAD1L1	C9J9H5
MAD1L1	C9JIR0
MAD1L1	C9JJ38
MAD1L1	C9JKI7
MAD1L1	C9JP81
MAD1L1	C9JPS1
MAD1L1	C9JTA2
MAD1L1	C9JX80
MAD1L1	C9K086
MAD1L1	Q9Y6D9
MAD2L1	D6RJE3
MAD2L1	Q13257
MAD2L1BP	Q15013
MAD2L2	A0A024R4I4
MAD2L2	B1AK43
MAD2L2	B1AK44
MAD2L2	B1AK45
MAD2L2	Q9UI95
MADCAM1	A0A087WWC0
MADCAM1	A0A087WXC9
MADCAM1	A0A087X0U8
MADCAM1	A0A087X1F1
MADCAM1	A0A087X1M5
MADCAM1	B9EGE2
MADCAM1	Q13477
MADCAM1	Q4PKD0
MADCAM1	Q5PY60
MADCAM1	U3KQ59
MADD	A0A0A0MRB5
MADD	A0A0U1RR25
MADD	C9J6B0
MADD	C9JLZ9
MADD	C9JM97
MADD	C9K0L0
MADD	F8W8U2
MADD	Q8WXG6
MAEA	B3KRN7
MAEA	B4DQT1
MAEA	B4DVN3
MAEA	D3DVP1
MAEA	D3DVP3
MAEA	D3DVP6
MAEA	D6R8Z3
MAEA	D6RA86
MAEA	D6RDW4
MAEA	D6RE80
MAEA	D6REW7
MAEA	D6RIB6
MAEA	D6RID6
MAEA	E7ESC7
MAEA	Q7L5Y9
MAEL	E9JVC4
MAEL	Q96JY0
MAEL	X6RGB1
MAF	H3BP11
MAF	O75444
MAF	Q71A33
MAF1	E9PJ05
MAF1	E9PR76
MAF1	E9PSH4
MAF1	H0YEV4
MAF1	Q9H063
MAFA	D4Q8H3
MAFA	Q8NHW3
KLRG1,MAFA	Q96E93
MAFB	L8ECC4
MAFB	Q9Y5Q3
MAFF	B0QY70
MAFF	B0QY71
MAFF	Q9ULX9
MAFG	I3L2F8
MAFG	O15525
MAFK	A0A024R804
MAFK	A2VCQ5
MAFK	A2VCQ6
MAFK	A8WFP5
MAFK	O60675
MAG	M0QZU4
MAG	M0R3B9
MAG	M0R3I4
MAG	P20916
MAGEA1	A8IF97
MAGEA1	P43355
MAGEA1	Q8WX99
MAGEA10	A0A024RC14
MAGEA10	C9J958
MAGEA10	C9J9A2
MAGEA10	J3KT71
MAGEA10	J3QRD7
MAGEA10	P43363
MAGEA11	C9J2X2
MAGEA11	G5E962
MAGEA11	P43364
MAGEA12	P43365
MAGEA12	Q6FHH8
MAGEA2	A0A087WZT8
MAGEA2	Q2VPA5
MAGEA2B	B9A060
MAGEA2,MAGEA2B	E7ENJ0
MAGEA2B	E7EP80
MAGEA2B	E7EQY6
MAGEA2B	E7ER35
MAGEA2B	E9PC03
MAGEA2,MAGEA2B	P43356
MAGEA2B	Q6P448
MAGEA2B	Q96E03
MAGEA3	E7EMU0
MAGEA3	P43357
MAGEA4	A0A024RC12
MAGEA4	C9J9C2
MAGEA4	C9JIR1
MAGEA4	C9JK50
MAGEA4	C9JZJ5
MAGEA4	P43358
MAGEA4	Q1RN33
MAGEA4	Q4V9T5
MAGEA5	P43359
MAGEA6	E7ETG4
MAGEA6	E7EUF2
MAGEA6	P43360
MAGEA6	Q6FGT7
MAGEA6	Q6FHI5
MAGEA8	L8E9B6
MAGEA8	L8ECC3
MAGEA8	P43361
MAGEA9B	A0A075B794
MAGEA9B	A0A075B798
MAGEA9B	A0A075B7A9
MAGEA9,MAGEA9B	P43362
MAGEB1	P43366
MAGEB10	Q96LZ2
MAGEB16	A0A0A0MSA3
MAGEB16	A2A368
MAGEB18	Q96M61
MAGEB2	O15479
MAGEB3	O15480
MAGEB4	O15481
MAGEB6	Q8N7X4
MAGEC1	O60732
MAGEC3	Q3SYA6
MAGEC3	Q8TD91
MAGED1	A0A024R254
MAGED1	Q9Y5V3
MAGED2	A0A024R9Y7
MAGED2	Q5H907
MAGED2	Q5H909
MAGED2	Q9UNF1
MAGED4	A0A024R286
MAGED4	A0A024R2A8
MAGED4B	D6RBW3
MAGED4B	H0Y8Z3
MAGED4B	H0Y937
MAGEE1	Q6IAI7
MAGED4,MAGED4B,MAGEE1	Q96JG8
MAGEE1	Q9HCI5
MAGEC2,MAGEE1	Q9UBF1
MAGEE2	Q8TD90
MAGEF1	Q9HAY2
MAGEH1	Q9H213
MAGEL2	Q05BN9
MAGEL2	Q2M1Q7
MAGEL2	Q6P3U4
MAGEL2	Q9UJ55
MAGI1	A0A087WT53
MAGI1	A0A087WXD2
MAGI1	H7C4S7
MAGI1	H7C4U7
MAGI1	H7C535
MAGI1	H7C5T8
CNKSR3,MAGI1	Q6P9H4
BAP1,MAGI1	Q96QZ7
MAGI2	A0A0D9SET0
MAGI2	A0A0D9SEY4
MAGI2	A0A0D9SEZ7
MAGI2	A0A0D9SF86
MAGI2	A0A0D9SFP3
MAGI2	A0A0D9SFY9
MAGI2	A0A0D9SGF2
MAGI2	A0A0D9SGF8
MAGI2	A0A0D9SGI1
MAGI2	A0A0E3D6M1
MAGI2	A0A0U1RRH4
MAGI2	D6W5N0
MAGI2	E7EWI0
MAGI2	Q86UL8
MAGIX	A0A024QZ18
MAGIX	A0A075B7A2
MAGIX	A0A087WUY6
MAGIX	A0A087WW28
MAGIX	A0A087X1L4
MAGIX	A0A087X263
MAGIX	C9J123
MAGIX	Q9H6Y5
MAGOH	P61326
MAGOHB	F5H124
MAGOHB	F5H3U9
MAGOHB	F5H6N1
MAGOHB	F5H6P7
MAGOHB	Q96A72
MAGT1	A0A087WU53
MAGT1	Q9H0U3
MAK	F8VBW7
MAK	P20794
MAK	Q8IXN4
ALPK3,MAK	Q96L96
MAK16	A0PJ56
MAK16	H0YBV6
MAK16	Q9BXY0
MAL	A0A024RE11
MAL	A0A024RE19
CD8A,MAL	P01732
MAL	P21145
MAL2	A0A024R9E4
MAL2	A0A087WZL1
MAL2	Q969L2
MALAT1	Q9UHZ2
MALL	C9IZ55
MALL	F8WE57
MALL	Q13021
MALSU1	Q96EH3
MALT1	K7EP42
MALT1	Q9UDY8
MAMDC2	A0A0G2JQ91
MAMDC2	Q7Z304
MAMDC4	A0A0C4DGF7
MAMDC4	Q6UXC1
MAML1	Q92585
MAML2	A0A087X0G5
MAML2	B7ZL21
MAML2	Q8IZL2
MAML3	E7ESR8
MAML3	H0Y920
MAML3	Q96JK9
MAMLD1	F8WAK3
MAMLD1	L0R6K4
MAMLD1	Q13495
MAMSTR	M0QXF1
MAMSTR	M0QY28
MAMSTR	Q6ZN01
MAN1A1	P33908
MAN1A2	H0Y543
MAN1A2	H0Y7H1
MAN1A2	O60476
MAN1A2	Q5T9E3
MAN1B1	A0A087X064
MAN1B1	B3KQC5
MAN1B1	H0YFU3
MAN1B1	H0YG20
MAN1B1	H0YGQ1
MAN1B1	H0YGV7
MAN1B1	H0YI64
MAN1B1	H0YIU0
MAN1B1	Q9UKM7
MAN1C1	A0A087WZ31
MAN1C1	A6NGN6
MAN1C1	B1AJZ5
MAN1C1	Q9NR34
MAN2A1	A5PKX5
MAN2A1	Q16706
MAN2A1	Q49A69
MAN2A2	A0A0C4DGL1
MAN2A2	H0YK77
MAN2A2	H0YKH9
MAN2A2	H0YKM7
MAN2A2	H0YKQ2
MAN2A2	H0YKT0
MAN2A2	H0YL67
MAN2A2	H0YLB9
MAN2A2	H0YLL4
MAN2A2	H0YLU3
MAN2A2	H0YML7
MAN2A2	H0YMU0
MAN2A2	H0YNC8
MAN2A2	H0YNG5
MAN2A2	P49641
MAN2B1	M0QXY0
MAN2B1	M0QYZ1
MAN2B1	M0QZG6
MAN2B1	M0R174
MAN2B1	O00754
MAN2B2	E9PCD7
MAN2B2	H0YA68
MAN2B2	Q05BN7
MAN2B2	Q4VC00
MAN2B2	Q9Y2E5
MAN2C1	A0A0C4DGU9
MAN2C1	B4DH23
MAN2C1	H3BMJ3
MAN2C1	H3BQH9
MAN2C1	H3BQJ2
MAN2C1	H3BRI3
MAN2C1	H3BRV3
MAN2C1	H3BSE5
MAN2C1	H3BUW3
MAN2C1	Q9NTJ4
MANBA	A7LFP5
MANBA	D6RA01
MANBA	E9PFW2
MANBA	L8E9D5
MANBA	O00462
MANBAL	A2A2E0
MANBAL	Q9NQG1
MANEA	A0A087WT37
MANEA	Q5SRI9
MANEA	X6R7A2
MANEAL	E9PMU5
MANEAL	H0YCZ3
MANEAL	Q5VSG8
MANF	A8K878
MANF	H7C2D6
MANF	P55145
MANSC1	F5H3M3
MANSC1	F5H6G8
MANSC1	Q9H8J5
MANSC4	A6NHS7
MAOA	P21397
MAOA	Q49A63
MAOA	Q53YE7
MAOA	Q5UL91
MAOA	Q5UL94
MAOA	Q5ULA3
MAOA	Q5ULA9
MAOB	P27338
MAOB	Q8TBI1
MAP10	Q9P2G4
MAP1A	E9PGC8
MAP1A	P78559
MAP1A	Q504X9
MAP1A	Q7Z5F9
MAP1B	A0A024RAM4
MAP1B	A2BDK6
MAP1B	A5D6X1
MAP1B	A5D8X6
MAP1B	D6RA32
MAP1B	D6RA40
MAP1B	D6RCL2
MAP1B	D6RGJ3
MAP1B	P46821
MAP1B	Q05BW8
MAP1B	Q32NB7
MAP1B	Q4VBY4
MAP1B	Q6PJD3
MAP1B	Q86X89
MAP1LC3A	Q9H492
MAP1LC3B	H3BM99
MAP1LC3B	H3BTE7
MAP1LC3B	H3BTL1
MAP1LC3B	H6UMI0
MAP1LC3B	Q49A36
MAP1LC3B	Q658J6
MAP1LC3B	Q9GZQ8
MAP1LC3B2	A6NCE7
MAP1LC3C	Q9BXW4
MAP1S	M0QX37
MAP1S	M0QXE8
MAP1S	M0QXK6
MAP1S	M0QXQ9
MAP1S	M0QY41
MAP1S	M0QYI5
MAP1S	M0QZ50
MAP1S	M0R1J2
MAP1S	M0R1M7
MAP1S	Q66K74
MAP2	A0A024R3Y8
MAP2	A0A024R3Z1
MAP2	A0A024R407
MAP2	A0A024R409
MAP2	A8MZ31
MAP2	E7EV03
MAP2	H7BZB9
MAP2	P11137
MAP2	Q6NYC5
MAP2K1	A4QPA9
MAP2K1	B4DFY5
MAP2K1	H3BRW9
MAP2K1	Q02750
MAP2K2	B3KS97
MAP2K2	G5E9C7
MAP2K2	M0R1B6
MAP2K2	P36507
MAP2K3	C7DUW4
MAP2K3	E9PMA8
MAP2K3	E9PRZ0
MAP2K3	J3KRV4
MAP2K3	J3QL77
MAP2K3	J3QR49
MAP2K3	P46734
MAP2K3	Q6FHG1
MAP2K3	Q6FI23
MAP2K3	X6RB39
MAP2K4	J3QLE2
MAP2K4	K7EP58
MAP2K4	P45985
MAP2K4	R4GN37
MAP2K4	R4GN68
MAP2K5	A0A024R5X5
MAP2K5	A0A024R5Y2
MAP2K5	A0A087WWX7
MAP2K5	A0A087X0Z8
MAP2K5	A6NK28
MAP2K5	H7BZL1
MAP2K5	Q13163
MAP2K6	A0A024R8K3
MAP2K6	A0A0A0MRF7
MAP2K6	A8K3Y2
MAP2K6	B5BU16
MAP2K6	K7EIW3
MAP2K6	K7ELM6
MAP2K6	P52564
MAP2K7	D6W660
MAP2K7	O14733
MAP3K1	L8ECC8
MAP3K1	Q13233
MAP3K10	M0R0A7
MAP3K10	M0R1J8
MAP3K10	M0R365
MAP3K10	Q02779
MAP3K11	A0A024R5E6
MAP3K11	E9PID4
MAP3K11	E9PLB1
MAP3K11	E9PRQ2
MAP3K11	H0YCF5
MAP3K11	Q16584
MAP3K12	A0A024RAY5
MAP3K12	A0A024RAZ2
MAP3K12	F8VUG4
MAP3K12	H3BMF0
MAP3K12	Q12852
MAP3K13	C9IYH2
MAP3K13	C9J4W2
MAP3K13	C9JP65
MAP3K13	F8WF41
MAP3K13	H7C459
MAP3K13	O43283
MAP3K14	A0A087WXF1
MAP3K14	Q99558
MAP3K15	Q6ZN16
MAP3K19	A8MWG7
MAP3K19	C9JEJ9
MAP3K19	C9JGQ2
MAP3K19	H7C041
MAP3K19	Q56UN5
MAP3K2	A0A024RAH0
MAP3K2	F8W6K3
MAP3K2	Q6P084
MAP3K2	Q9Y2U5
MAP3K3	J3KRN4
MAP3K3	J3KTC4
MAP3K3	J3QRB6
MAP3K3	J3QS19
MAP3K3	J3QS54
MAP3K3	Q1PBM3
MAP3K3	Q99759
MAP3K4	F5H1X6
MAP3K4	F5H2S6
MAP3K4	F5H4R1
MAP3K4	F5H534
MAP3K4	F5H538
MAP3K4	J3KNB8
MAP3K4	Q9Y6R4
MAP3K5	Q99683
MAP3K6	H0Y894
MAP3K6	H0Y8A3
MAP3K6	L8ECB4
MAP3K6	O95382
MAP3K6	Q32MQ5
MAP3K7	O43318
MAP3K7	Q9UG54
MAP3K7CL	B4DFW0
MAP3K7CL	C9J990
MAP3K7CL	C9JLK6
MAP3K7CL	P57077
MAP3K8	P41279
MAP3K8	Q5T853
MAP3K8	Q5T854
MAP3K8	Q5T857
MAP3K8	Q6FG25
MAP3K9	A0A087WW79
MAP3K9	G3V347
MAP3K9	G3V4P9
MAP3K9	J3KPI6
MAP3K9	P80192
MAP4	A0A024R2S1
MAP4	A0A024R2V0
MAP4	A0A024R2V2
MAP4	A0A0J9YVV8
MAP4	A0A0J9YW37
MAP4	B5MEG9
MAP4	E7EVA0
MAP4	F8W9U4
MAP4	H0Y2V1
MAP4	H7C456
MAP4	H7C4C5
MAP4	P27816
MAP4	Q05D06
MAP4	Q6NX68
MAP4	Q86Y04
MAP4K1	K7EJS6
MAP4K1	K7EKT6
MAP4K1	K7ER95
MAP4K1	K7ERT2
MAP4K1	Q92918
MAP4K2	A0A024R567
MAP4K2	A0A0A6YYA7
MAP4K2	C9JCU6
MAP4K2	F2Z2B3
MAP4K2	F8WCP4
MAP4K2	H7C208
GCK,MAP4K2	Q12851
MAP4K3	F5H5A3
MAP4K3	F8WAZ1
MAP4K3	F8WBC3
MAP4K3	H7C1A4
MAP4K3	Q53RV1
MAP4K3	Q8IVH8
MAP4K3	V9GY95
MAP4K4	A0A0D9SEY1
MAP4K4	A0A0D9SG62
MAP4K4	C9J840
MAP4K4	E7EN19
MAP4K4	E7ENQ1
MAP4K4	E7ESS2
MAP4K4	E7ETN6
MAP4K4	E7EX83
MAP4K4	G3XAA2
MAP4K4	G5E948
MAP4K4	H7C0P6
MAP4K4	H7C360
MAP4K4	H7C3Z6
MAP4K4	O95819
MAP4K4	Q53TW0
MAP4K4	Q53TX8
MAP4K4	Q5MD60
MAP4K5	A0A0A0MQR1
MAP4K5	D3DSB5
MAP4K5	G3V3V7
MAP4K5	G3V4Q4
MAP4K5	G3V4T8
MAP4K5	G3V5C6
MAP4K5	Q9Y4K4
MAP6	Q96JE9
MAP6D1	C9JPF8
MAP6D1	H7BZQ6
MAP6D1	Q9H9H5
MAP7	A0A087WZ40
MAP7	Q14244
MAP7D1	A1L1B7
MAP7D1	C9JIR3
MAP7D1	E9PLH3
MAP7D1	H0YF21
MAP7D1	Q3KQU3
MAP7D1	Q6NX58
MAP7D2	A0A0K1JRJ6
MAP7D2	A0A0K1JS24
MAP7D2	A0A0M3R6J9
MAP7D2	A0A0M4F6E1
MAP7D2	A0A0M4FLI9
MAP7D2	H9XGZ6
MAP7D2	H9XGZ7
MAP7D2	Q96T17
MAP7D3	A0A0A0MRP0
MAP7D3	Q8IWC1
MAP9	A0A0C4DG83
MAP9	A2VCS9
MAP9	A2VCT0
MAP9	A8MSM7
MAP9	B9EJB6
MAP9	C9JXH8
MAP9	E7ETZ8
MAP9	H0Y945
MAP9	Q05CN5
MAP9	Q49MG5
MAP9	Q6PH77
MAPK1	P28482
MAPK1	Q1HBJ4
MAPK1	Q499G7
MAPK10	A8MPV1
MAPK10	A8MWW6
MAPK10	D6R9C1
MAPK10	D6RAJ0
MAPK10	D6RAU3
MAPK10	D6RBH2
MAPK10	D6RC26
MAPK10	D6RCB1
MAPK10	D6RDG1
MAPK10	D6RFX8
MAPK10	D6RFZ7
MAPK10	D6RJF9
MAPK10	H0Y9H3
MAPK10	P53779
MAPK10	Q499Y8
MAPK11	F8WDP4
MAPK11	Q15759
MAPK12	A8MY48
MAPK12	B5MDL5
MAPK12	P53778
MAPK13	A0A024RD04
MAPK13	A0A0S2Z542
MAPK13	B5BTY5
MAPK13	O15264
MAPK13	Q5R3E6
MAPK13	Q6FHR4
MAPK14	A0A024RD15
MAPK14	B4E0K5
MAPK14	B5TY33
MAPK14	E7EX54
MAPK14	H7C4E2
MAPK14	L7RSM2
MAPK14	Q16539
MAPK15	A0A0M3HER4
MAPK15	Q8TD08
MAPK1IP1L	Q8NDC0
MAPK3	B3KR49
MAPK3	E9PBK7
MAPK3	E9PJF0
MAPK3	E9PQW4
MAPK3	E9PRH7
MAPK3	H0YDH9
MAPK3	H0YEX6
MAPK3	L7RXH5
MAPK3	P27361
MAPK3	Q9BWJ1
MAPK4	B4DEW2
MAPK4	K7ELV1
MAPK4	K7EN18
MAPK4	P31152
MAPK6	Q16659
MAPK7	A0A024QZ20
MAPK7	C9JUK9
MAPK7	I3L0J8
MAPK7	J3KT50
MAPK7	J3KT61
MAPK7	Q13164
MAPK7	S4R3I1
MAPK8	A1L4K2
MAPK8	A6NF29
MAPK8	B5BUB8
MAPK8	C9J762
MAPK8	C9JWQ4
MAPK8	P45983
MAPK8IP1	E9PBB9
MAPK8IP1	Q6NUQ9
MAPK8IP1	Q9UQF2
MAPK8IP2	Q13387
MAPK8IP2	Q86VW5
MAPK8IP3	A0A087WYG2
MAPK8IP3	B7ZMF3
MAPK8IP3	E9PFH7
MAPK8IP3	G1UI24
MAPK8IP3	H3BN91
MAPK8IP3	Q9UPT6
MAPK9	B5BUJ7
MAPK9	D7R525
MAPK9	D7R526
MAPK9	D7R527
MAPK9	D7R528
MAPK9	E5RJ57
MAPK9	J3KNK1
MAPK9	P45984
MAPKAP1	A0A024R863
MAPKAP1	B1AMA5
MAPKAP1	B1AMA6
MAPKAP1	B1AMB1
MAPKAP1	B1AMB2
MAPKAP1	E9PGB8
MAPKAP1	H0Y7F8
MAPKAP1	H0Y866
MAPKAP1	L8EC63
MAPKAP1	Q9BPZ7
MAPKAPK2	P49137
MAPKAPK3	A0A024R2W7
MAPKAPK3	B5BUJ8
MAPKAPK3	C9J8E1
MAPKAPK3	C9JPW3
MAPKAPK3	H7C0G6
MAPKAPK3	Q16644
MAPKAPK5	F8VRP2
MAPKAPK5	Q8IW41
MAPKAPK5	R4GN33
MAPKAPK5	R4GN93
MAPKBP1	A0A024R9L5
MAPKBP1	D6R9F7
MAPKBP1	D6RAI2
MAPKBP1	D6RHX7
MAPKBP1	L8E7J2
MAPKBP1	O60336
MAPRE1	A2VCR0
MAPRE1	Q15691
MAPRE2	A0A024RC33
MAPRE2	K7EL66
MAPRE2	K7ENB3
MAPRE2	K7ERD8
MAPRE2	M0QX52
MAPRE3	C9JB30
MAPRE3	Q9UPY8
MAPT	A0A024R9Y0
MAPT	A0A024R9Y1
MAPT	A0A024RA17
MAPT	A0A024RA19
MAPT	A0A0G2JMX7
MAPT	A0A0G2JPD5
MAPT	A0A0G2JQJ7
MAPT	A0A0G2JS76
MAPT	I3L170
MAPT	I3L2Z2
MAPT	P10636
MAPT	T1SGS4
MARCKS	A0A087WZH7
MARCKS	P29966
MARCKS	Q05C82
MARCKS	Q6NVI1
MARCKSL1	P49006
MARCO	C9JKT8
MARCO	Q4ZG40
MARCO	Q9UEW3
MARK1	A0A087X0I6
MARK1	B4DIB3
MARK1	Q9P0L2
MARK1	X5D2M4
MARK1	X5D7J4
MARK1	X5D9P2
MARK1	X5DNR8
MARK2	A0A024R555
MARK2	A0A024R5B2
MARK2	E7ETY4
MARK2	E9PC69
MARK2	F5H4F6
MARK2	F5H4J8
MARK2	F5H6N2
MARK2	Q5DNC5
MARK2	Q7KZI7
MARK3	A0A0A0MQR8
MARK3	A0A0A0MST9
MARK3	A0A0A0MSZ1
MARK3	A0A0A0MT23
MARK3	A2SY06
MARK3	H0YIY6
MARK3	H0YKJ3
MARK3	H0YKP9
MARK3	H0YNV4
MARK3	J3KNR0
MARK3	P27448
MARK4	K7EK17
MARK4	K7EKG8
MARK4	K7EN95
MARK4	Q6IPE9
MARK4	Q96GZ3
MARK4	Q96L34
MARS	A0A024RBA2
MARS	F5H2V6
MARS	F8VPL7
MARS	F8VS26
MARS	F8VZZ9
MARS	F8W0M7
MARS	F8W0S4
MARS	H0YHL6
MARS	H0YHV5
MARS	H0YI27
MARS	H0YI94
MARS	H0YIC2
MARS	H0YIP0
MARS	P56192
MARS2	Q96GW9
MARVELD1	Q9BSK0
MARVELD2	A0A0G2JN00
MARVELD2	A0A0G2JN23
MARVELD2	A0A0G2JQ38
MARVELD2	A1BQX2
MARVELD2	D6RA09
MARVELD2	D6RAH8
MARVELD2	L8EAP3
MARVELD2	Q8N4S9
MARVELD3	H3BQK1
MARVELD3	J3KSM2
MARVELD3	Q96A59
MARVELD3	Q9BSH2
MAS1	P04201
MAS1L	P35410
MAS1L	Q502V9
MASP1	C9J1C7
MASP1	C9JLU5
MASP1	C9JMA2
MASP1	F8W876
MASP1	P48740
MASP2	O00187
MAST1	K7EJI7
MAST1	K7EJZ9
MAST1	K7EME4
CLASP1,MAST1	Q7Z460
MAST1	Q9Y2H9
MAST2	A0JLR0
MAST2	E7ERL6
MAST2	Q6P0Q8
MAST2	V9GXZ1
MAST3	O60307
MAST3	V9GYV0
MAST4	B5MC73
MAST4	C9J249
MAST4	C9JKM7
MAST4	D6RAK1
MAST4	E7EWQ5
MAST4	E7EX28
MAST4	F8WBH1
MAST4	H7C0U3
MAST4	H7C146
MAST4	H7C1I9
MAST4	H7C2A9
MAST4	H7C2V7
MAST4	H7C3S4
MAST4	J3QT34
MAST4	O15021
MASTL	A0A087WUU7
MASTL	Q96GX5
MAT1A	B1ANE6
MAT1A	Q00266
MAT2A	B4DEX8
MAT2A	P31153
MAT2B	E5RJR3
MAT2B	H7C0X7
MAT2B	Q9NZL9
MATK	A0A087WUR1
MATK	F1T0G6
MATK	K7EKC4
MATK	K7EKS5
MATK	K7ENL8
MATK	K7EPP2
MATK	K7EQV3
MATK	K7EQY5
MATK	K7ERY4
MATK	K7ES68
MATK	P42679
MATN1	A3KMG0
MATN1	P21941
MATN2	A0A024R9B9
MATN2	A0A024R9H1
MATN2	E5RJM4
MATN2	H0YBD5
MATN2	H0YBF2
MATN2	H0YBJ4
MATN2	H0YBM3
MATN2	H0YBN2
MATN2	H0YBU5
MATN2	H0YBV5
MATN2	O00339
MATN3	O15232
MATN4	A2RRP8
MATN4	A5D8U1
MATN4	A6NNA4
MATN4	O95460
MATR3	A0A0R4J2E8
MATR3	A8MXP9
MATR3	B3KM87
MATR3	D6R8Z5
MATR3	D6R991
MATR3	D6R9F3
MATR3	D6R9N0
MATR3	D6RAM9
MATR3	D6RAY2
MATR3	D6RB45
MATR3	D6RBI2
MATR3	D6RBK5
MATR3	D6RBS2
MATR3	D6RCM3
MATR3	D6RE02
MATR3	D6REK4
MATR3	D6REM6
MATR3	D6RIA2
MATR3	H0Y8T4
MATR3	P43243
MATR3	Q68E03
MAU2	Q9Y6X3
MAU2	V9GYS3
MAU2	V9GZ52
MAVS	L8E900
MAVS	Q7Z434
MAX	A0A024R682
MAX	G3V2N4
MAX	G3V2R5
MAX	G3V302
MAX	G3V563
MAX	G3V570
MAX	G3V5L1
MAX	P61244
MAX	Q6V3B1
MAX	Q8IYC6
MAX	Q8TAX8
MAZ	A0A087WWR2
MAZ	H3BPU3
MAZ	H3BQI4
MAZ	H3BQS2
MAZ	H3BRC5
MAZ	H3BTS8
MAZ	I3L0M3
MAZ	I3L2Z5
MAZ	I3L411
MAZ	I3L4D3
MAZ	I3L4Y2
MAZ	P56270
MB	A0A024R1G3
MB	B0QYF7
MB	B0QYF8
MB	F2Z2F1
MB	F2Z337
MB	P02144
MB	Q8WVH6
MB	U6FIU7
MB	U6FIV2
MB	U6FJG6
MB	U6FM64
MB21D1	Q8N884
MB21D2	Q8IYB1
MBD1	A0A0A0MS90
MBD1	K7EIN3
MBD1	K7EMA9
MBD1	K7EN65
MBD1	K7EPZ6
MBD2	A0A024R2B8
MBD2	J3KSA7
MBD2	Q9UBB5
MBD2	X6RBL6
MBD3L1	Q8WWY6
MBD3L2	A0A087WWP0
MBD3L2	Q8NHZ7
MBD3L3	A0A087WUT2
MBD3L3	A6NE82
MBD3L4	A6NDZ8
MBD3L4,MBD3L5	A0A087X268
MBD3L5	A6NJ08
MBD4	D6RBI7
MBD5	A0A0D9SEP6
MBD5	A0A0D9SF16
MBD5	A0A0D9SG23
CDC37,MBD5	A1L0W4
MBD5	E9PHH0
MBD5	H7C066
MBD5	Q9P267
MBD6	A0A024RBA3
MBD6	A0A0C4DGJ6
MBD6	F8VNX1
MBD6	F8VPC4
MBD6	F8VU14
MBD6	F8VVK7
MBD6	F8VW40
MBD6	F8VZD7
MBD6	H0YHD1
MBD6	H0YHN1
MBD6	H0YIU1
MBD6	Q6P0P0
MBD6	Q96DN6
MBIP	A0A087X1L0
MBIP	B2RCV0
MBIP	Q9NS73
MBIP	S4R2X9
MBIP	S4R3N2
MBIP	S4R3P6
MBIP	S4R3Y0
MBL2	B1PN75
MBL2	P11226
MBLAC1	A4D2B0
MBLAC1	C9JAV3
MBLAC2	Q68D91
MBNL1	A0A0A0MQX8
FOS,MBNL1	A0A0K0TMT5
MBNL1	C9J4T8
MBNL1	C9J7P7
MBNL1	C9JCX1
MBNL1	C9JP00
MBNL1	H7C4T5
MBNL1	H7C4Y1
MBNL1	Q86VM6
MBNL1	Q9NR56
MBNL2	A0PJJ3
MBNL2	A2A3S3
MBNL2	O95205
MBNL2	Q5JSC0
MBNL2	Q5VZF2
MBNL3	B1AKI2
MBNL3	B1AKI4
MBNL3	B1AKI5
MBNL3	B1AKI6
MBNL3	Q9NUK0
MBOAT1	Q6ZNC8
MBOAT2	C9J2H7
MBOAT2	F8WDJ6
